,Driver_id,Order_id,Step,Point,Grid,Reposition_Point,Reposition_Grid
354,D354,Idle,2724,"(40.7924226461075, -73.9788258653002)",892a1008877ffff,"(40.7924226461075, -73.9788258653002)",892a1008877ffff
355,D355,Idle,2725,"(40.72610025540043, -73.98693361902893)",892a100d34bffff,"(40.72610025540043, -73.98693361902893)",892a100d34bffff
356,D356,Idle,2726,"(40.83810339234719, -73.95273671386572)",892a100aa57ffff,"(40.83810339234719, -73.95273671386572)",892a100aa57ffff
357,D357,Idle,2727,"(40.82752830182391, -73.95232944685671)",892a100aa67ffff,"(40.82752830182391, -73.95232944685671)",892a100aa67ffff
358,D358,Idle,2728,"(40.77151616845455, -73.96944480935198)",892a100896fffff,"(40.77151616845455, -73.96944480935198)",892a100896fffff
359,D359,Idle,2729,"(40.83867313609984, -73.93131696845367)",892a100a84bffff,"(40.83867313609984, -73.93131696845367)",892a100a84bffff
360,D360,Idle,2730,"(40.860280655562, -73.91497874981607)",892a100ac5bffff,"(40.860280655562, -73.91497874981607)",892a100ac5bffff
361,D361,Idle,2731,"(40.875697146923315, -73.93272693318589)",892a100a14bffff,"(40.875697146923315, -73.93272693318589)",892a100a14bffff
362,D362,Idle,2732,"(40.76835546251131, -73.98859146495666)",892a1008b2fffff,"(40.76835546251131, -73.98859146495666)",892a1008b2fffff
363,D363,Idle,2733,"(40.75555219244934, -73.97310562393588)",892a100d63bffff,"(40.75555219244934, -73.97310562393588)",892a100d63bffff
364,D364,Idle,2734,"(40.72081992828315, -73.98672659809884)",892a1072cb7ffff,"(40.72081992828315, -73.98672659809884)",892a1072cb7ffff
365,D365,Idle,2735,"(40.75026991926802, -73.97290003081406)",892a100d62fffff,"(40.75026991926802, -73.97290003081406)",892a100d62fffff
366,D366,Idle,2736,"(40.825056063839185, -73.94580356251505)",892a100aa2fffff,"(40.825056063839185, -73.94580356251505)",892a100aa2fffff
367,D367,Idle,2737,"(40.81459669973846, -73.94111619918161)",892a100ab7bffff,"(40.81459669973846, -73.94111619918161)",892a100ab7bffff
368,D368,Idle,2738,"(40.73889685083575, -74.0024136834934)",892a10721b7ffff,"(40.73889685083575, -74.0024136834934)",892a10721b7ffff
369,D369,Idle,2739,"(40.84947649259045, -73.92314971384761)",892a100aeafffff,"(40.84947649259045, -73.92314971384761)",892a100aeafffff
370,D370,Idle,2740,"(40.79908024857802, -73.92766858675711)",892a100f64fffff,"(40.79908024857802, -73.92766858675711)",892a100f64fffff
371,D371,Idle,2741,"(40.723863798654385, -73.97187275909451)",892a100d303ffff,"(40.723863798654385, -73.97187275909451)",892a100d303ffff
372,D372,Idle,2742,"(40.78524189681173, -73.95070221395892)",892a1008983ffff,"(40.78524189681173, -73.95070221395892)",892a1008983ffff
373,D373,Idle,2743,"(40.867932191415754, -73.92599466896426)",892a100a163ffff,"(40.867932191415754, -73.92599466896426)",892a100a163ffff
374,D374,Idle,2744,"(40.71472671988809, -74.01642901341648)",892a10728d3ffff,"(40.71472671988809, -74.01642901341648)",892a10728d3ffff
375,D375,Idle,2745,"(40.72891383254777, -73.98062614592236)",892a100d353ffff,"(40.72891383254777, -73.98062614592236)",892a100d353ffff
376,D376,Idle,2746,"(40.85994111917727, -73.92783648908794)",892a100ae8bffff,"(40.85994111917727, -73.92783648908794)",892a100ae8bffff
377,D377,Idle,2747,"(40.70767842875192, -73.98407321184507)",892a1072d13ffff,"(40.70767842875192, -73.98407321184507)",892a1072d13ffff
378,D378,Idle,2748,"(40.75532163770501, -73.98165845885663)",892a100d663ffff,"(40.75532163770501, -73.98165845885663)",892a100d663ffff
379,D379,Idle,2749,"(40.77737280100293, -73.94825824039015)",892a10089a3ffff,"(40.77737280100293, -73.94825824039015)",892a10089a3ffff
380,D380,Idle,2750,"(40.78558403594067, -73.93786485878466)",892a100f253ffff,"(40.78558403594067, -73.93786485878466)",892a100f253ffff
381,D381,Idle,2751,"(40.74780140065954, -73.9663836905892)",892a100d053ffff,"(40.74780140065954, -73.9663836905892)",892a100d053ffff
382,D382,Idle,2752,"(40.78805539479304, -73.94438479820421)",892a1008d2fffff,"(40.78805539479304, -73.94438479820421)",892a1008d2fffff
383,D383,Idle,2753,"(40.804365733579175, -73.92786929276134)",892a100f65bffff,"(40.804365733579175, -73.92786929276134)",892a100f65bffff
384,D384,Idle,2754,"(40.79592562055877, -73.94682867113205)",892a1008d0fffff,"(40.79592562055877, -73.94682867113205)",892a1008d0fffff
385,D385,Idle,2755,"(40.84947649259045, -73.92314971384761)",892a100aeafffff,"(40.84947649259045, -73.92314971384761)",892a100aeafffff
386,D386,Idle,2756,"(40.846548614586716, -73.93376126025531)",892a100ae2bffff,"(40.846548614586716, -73.93376126025531)",892a100ae2bffff
387,D387,Idle,2757,"(40.79230724465317, -73.98310565091663)",892a1008863ffff,"(40.79230724465317, -73.98310565091663)",892a1008863ffff
388,D388,Idle,2758,"(40.71202850371859, -74.01846011396844)",892a10728c3ffff,"(40.71202850371859, -74.01846011396844)",892a10728c3ffff
389,D389,Idle,2759,"(40.74217433224769, -73.97900455236277)",892a100d2bbffff,"(40.74217433224769, -73.97900455236277)",892a100d2bbffff
390,D390,Idle,2760,"(40.867932191415754, -73.92599466896426)",892a100a163ffff,"(40.867932191415754, -73.92599466896426)",892a100a163ffff
391,D391,Idle,2761,"(40.71835315891178, -73.98021354589461)",892a100d363ffff,"(40.71835315891178, -73.98021354589461)",892a100d363ffff
392,D392,Idle,2762,"(40.7793843009544, -73.97189206979928)",892a100894fffff,"(40.7793843009544, -73.97189206979928)",892a100894fffff
393,D393,Idle,2763,"(40.87839915100985, -73.9306839342623)",892a100a15bffff,"(40.87839915100985, -73.9306839342623)",892a100a15bffff
394,D394,Idle,2764,"(40.8148242255889, -73.93255263297931)",892a100ab0fffff,"(40.8148242255889, -73.93255263297931)",892a100ab0fffff
395,D395,Idle,2765,"(40.86534396170861, -73.92375108410893)",892a100a167ffff,"(40.86534396170861, -73.92375108410893)",892a100a167ffff
396,D396,Idle,2766,"(40.72891383254777, -73.98062614592236)",892a100d353ffff,"(40.72891383254777, -73.98062614592236)",892a100d353ffff
397,D397,Idle,2767,"(40.72293809951895, -74.00606085032426)",892a1072c0bffff,"(40.72293809951895, -74.00606085032426)",892a1072c0bffff
398,D398,Idle,2768,"(40.80695186868771, -73.93011019792034)",892a100ab2fffff,"(40.80695186868771, -73.93011019792034)",892a100ab2fffff
399,D399,Idle,2769,"(40.7558968390977, -73.96027632169499)",892a100d6a7ffff,"(40.7558968390977, -73.96027632169499)",892a100d6a7ffff
400,D400,Idle,2770,"(40.7793843009544, -73.97189206979928)",892a100894fffff,"(40.7793843009544, -73.97189206979928)",892a100894fffff
401,D401,Idle,2771,"(40.819997061999196, -73.93703622610694)",892a100ab57ffff,"(40.819997061999196, -73.93703622610694)",892a100ab57ffff
402,D402,Idle,2772,"(40.7854701478532, -73.94214398351879)",892a100f25bffff,"(40.7854701478532, -73.94214398351879)",892a100f25bffff
403,D403,Idle,2773,"(40.731033292204714, -73.99996336359993)",892a1072cd7ffff,"(40.731033292204714, -73.99996336359993)",892a1072cd7ffff
404,D404,Idle,2774,"(40.77645417413928, -73.9824851463292)",892a1008babffff,"(40.77645417413928, -73.9824851463292)",892a1008babffff
405,D405,Idle,2775,"(40.83057114881661, -73.93743997641748)",892a100aaafffff,"(40.83057114881661, -73.93743997641748)",892a100aaafffff
406,D406,Idle,2776,"(40.77892275953247, -73.98900639326243)",892a1008b03ffff,"(40.77892275953247, -73.98900639326243)",892a1008b03ffff
407,D407,Idle,2777,"(40.795582494619644, -73.95966887988108)",892a10088b7ffff,"(40.795582494619644, -73.95966887988108)",892a10088b7ffff
408,D408,Idle,2778,"(40.851950800234384, -73.92967768455331)",892a100ae07ffff,"(40.851950800234384, -73.92967768455331)",892a100ae07ffff
409,D409,Idle,2779,"(40.860280655562, -73.91497874981607)",892a100ac5bffff,"(40.860280655562, -73.91497874981607)",892a100ac5bffff
410,D410,Idle,2780,"(40.729259331763544, -73.96780409850547)",892a100d38bffff,"(40.729259331763544, -73.96780409850547)",892a100d38bffff
411,D411,Idle,2781,"(40.769504442456295, -73.94581509065677)",892a100d4c3ffff,"(40.769504442456295, -73.94581509065677)",892a100d4c3ffff
412,D412,Idle,2782,"(40.74745607139262, -73.97921079764829)",892a100d283ffff,"(40.74745607139262, -73.97921079764829)",892a100d283ffff
413,D413,Idle,2783,"(40.73619809683179, -74.00444661282785)",892a10721a7ffff,"(40.73619809683179, -74.00444661282785)",892a10721a7ffff
414,D414,Idle,2784,"(40.706749101336165, -74.0182496070028)",892a107281bffff,"(40.706749101336165, -74.0182496070028)",892a107281bffff
415,D415,Idle,2785,"(40.74957639726229, -73.99855556685219)",892a1072527ffff,"(40.74957639726229, -73.99855556685219)",892a1072527ffff
416,D416,Idle,2786,"(40.83338538609463, -73.93111572662959)",892a100aab7ffff,"(40.83338538609463, -73.93111572662959)",892a100aab7ffff
417,D417,Idle,2787,"(40.787826979323995, -73.95294350417443)",892a100899bffff,"(40.787826979323995, -73.95294350417443)",892a100899bffff
418,D418,Idle,2788,"(40.80942437079851, -73.93663265781983)",892a100ab67ffff,"(40.80942437079851, -73.93663265781983)",892a100ab67ffff
419,D419,Idle,2789,"(40.77128589159464, -73.97800054624952)",892a100d6dbffff,"(40.77128589159464, -73.97800054624952)",892a100d6dbffff
420,D420,Idle,2790,"(40.74934395912162, -74.00710735714024)",892a1072193ffff,"(40.74934395912162, -74.00710735714024)",892a1072193ffff
421,D421,Idle,2791,"(40.82528393098364, -73.9372380785016)",892a100abcbffff,"(40.82528393098364, -73.9372380785016)",892a100abcbffff
422,D422,Idle,2792,"(40.85971396731978, -73.93640828441532)",892a100aecfffff,"(40.85971396731978, -73.93640828441532)",892a100aecfffff
423,D423,Idle,2793,"(40.82482756234055, -73.95436902101487)",892a1008c9bffff,"(40.82482756234055, -73.95436902101487)",892a1008c9bffff
424,D424,Idle,2794,"(40.80177964315881, -73.92562863851361)",892a100f643ffff,"(40.80177964315881, -73.92562863851361)",892a100f643ffff
425,D425,Idle,2795,"(40.81132462524055, -73.96456342029782)",892a1008c77ffff,"(40.81132462524055, -73.96456342029782)",892a1008c77ffff
426,D426,Idle,2796,"(40.757905159882725, -73.98390007891497)",892a100d67bffff,"(40.757905159882725, -73.98390007891497)",892a100d67bffff
427,D427,Idle,2797,"(40.87581066130865, -73.92843958162588)",892a100a143ffff,"(40.87581066130865, -73.92843958162588)",892a100a143ffff
428,D428,Idle,2798,"(40.71214522835473, -74.01418760879541)",892a10728d7ffff,"(40.71214522835473, -74.01418760879541)",892a10728d7ffff
429,D429,Idle,2799,"(40.78736824871381, -73.9700608383572)",892a1008827ffff,"(40.78736824871381, -73.9700608383572)",892a1008827ffff
430,D430,Idle,2800,"(40.779843310500894, -73.954777639823)",892a1008917ffff,"(40.779843310500894, -73.954777639823)",892a1008917ffff
431,D431,Idle,2801,"(40.785127533859715, -73.95498131956944)",892a100898bffff,"(40.785127533859715, -73.95498131956944)",892a100898bffff
432,D432,Idle,2802,"(40.78524189681173, -73.95070221395892)",892a1008983ffff,"(40.78524189681173, -73.95070221395892)",892a1008983ffff
433,D433,Idle,2803,"(40.78960708947786, -73.98514197412598)",892a100886fffff,"(40.78960708947786, -73.98514197412598)",892a100886fffff
434,D434,Idle,2804,"(40.75767380832864, -73.99245336126558)",892a10725a3ffff,"(40.75767380832864, -73.99245336126558)",892a10725a3ffff
435,D435,Idle,2805,"(40.7854701478532, -73.94214398351879)",892a100f25bffff,"(40.7854701478532, -73.94214398351879)",892a100f25bffff
436,D436,Idle,2806,"(40.77186039737065, -73.95661115441823)",892a1008923ffff,"(40.77186039737065, -73.95661115441823)",892a1008923ffff
437,D437,Idle,2807,"(40.78805539479304, -73.94438479820421)",892a1008d2fffff,"(40.78805539479304, -73.94438479820421)",892a1008d2fffff
438,D438,Idle,2808,"(40.70405111504257, -74.02028026096849)",892a107280bffff,"(40.70405111504257, -74.02028026096849)",892a107280bffff
439,D439,Idle,2809,"(40.72093547961792, -73.98245332005494)",892a100d37bffff,"(40.72093547961792, -73.98245332005494)",892a100d37bffff
440,D440,Idle,2810,"(40.78466849919964, -73.97209767683445)",892a100895bffff,"(40.78466849919964, -73.97209767683445)",892a100895bffff
441,D441,Idle,2811,"(40.73712329476088, -73.97024887943591)",892a100d06bffff,"(40.73712329476088, -73.97024887943591)",892a100d06bffff
442,D442,Idle,2812,"(40.78725317030211, -73.97434015542497)",892a100882fffff,"(40.78725317030211, -73.97434015542497)",892a100882fffff
443,D443,Idle,2813,"(40.70779388503867, -73.97980113147659)",892a1072d8fffff,"(40.70779388503867, -73.97980113147659)",892a1072d8fffff
444,D444,Idle,2814,"(40.79816775556339, -73.9619111735875)",892a10088b3ffff,"(40.79816775556339, -73.9619111735875)",892a10088b3ffff
445,D445,Idle,2815,"(40.78690698526134, -73.98717806631758)",892a1008bd7ffff,"(40.78690698526134, -73.98717806631758)",892a1008bd7ffff
446,D446,Idle,2816,"(40.78759793062824, -73.96150218435267)",892a10089c3ffff,"(40.78759793062824, -73.96150218435267)",892a10089c3ffff
447,D447,Idle,2817,"(40.85701246875746, -73.93845014935471)",892a100ae57ffff,"(40.85701246875746, -73.93845014935471)",892a100ae57ffff
448,D448,Idle,2818,"(40.713188651981035, -73.9757347480519)",892a1072d93ffff,"(40.713188651981035, -73.9757347480519)",892a1072d93ffff
449,D449,Idle,2819,"(40.72540359391593, -74.0125760262977)",892a1072c43ffff,"(40.72540359391593, -74.0125760262977)",892a1072c43ffff
450,D450,Idle,2820,"(40.70944713911401, -74.01621872295645)",892a10728c7ffff,"(40.70944713911401, -74.01621872295645)",892a10728c7ffff
451,D451,Idle,2821,"(40.77163106961077, -73.96516693093804)",892a1008967ffff,"(40.77163106961077, -73.96516693093804)",892a1008967ffff
452,D452,Idle,2822,"(40.71858362397664, -73.97166744341928)",892a100d33bffff,"(40.71858362397664, -73.97166744341928)",892a100d33bffff
453,D453,Idle,2823,"(40.82235552743259, -73.94784339430657)",892a1008c97ffff,"(40.82235552743259, -73.94784339430657)",892a1008c97ffff
454,D454,Idle,2824,"(40.710028773926936, -73.99485730978921)",892a1072d53ffff,"(40.710028773926936, -73.99485730978921)",892a1072d53ffff
455,D455,Idle,2825,"(40.73161190309276, -73.97859220103275)",892a100d3cbffff,"(40.73161190309276, -73.97859220103275)",892a100d3cbffff
456,D456,Idle,2826,"(40.7150761940742, -74.0036107454112)",892a1072c2bffff,"(40.7150761940742, -74.0036107454112)",892a1072c2bffff
457,D457,Idle,2827,"(40.8601676356219, -73.91926466901356)",892a100ae97ffff,"(40.8601676356219, -73.91926466901356)",892a100ae97ffff
458,D458,Idle,2828,"(40.78208387266046, -73.96985544909506)",892a1008943ffff,"(40.78208387266046, -73.96985544909506)",892a1008943ffff
459,D459,Idle,2829,"(40.814139745931314, -73.95824325532541)",892a1008c07ffff,"(40.814139745931314, -73.95824325532541)",892a1008c07ffff
460,D460,Idle,2830,"(40.7577895631449, -73.98817672350651)",892a10725b7ffff,"(40.7577895631449, -73.98817672350651)",892a10725b7ffff
461,D461,Idle,2831,"(40.87581066130865, -73.92843958162588)",892a100a143ffff,"(40.87581066130865, -73.92843958162588)",892a100a143ffff
462,D462,Idle,2832,"(40.7577895631449, -73.98817672350651)",892a10725b7ffff,"(40.7577895631449, -73.98817672350651)",892a10725b7ffff
463,D463,Idle,2833,"(40.868271515886654, -73.91313474469668)",892a100a133ffff,"(40.868271515886654, -73.91313474469668)",892a100a133ffff
464,D464,Idle,2834,"(40.871085623630954, -73.90680407416397)",892a100a1a3ffff,"(40.871085623630954, -73.90680407416397)",892a100a1a3ffff
465,D465,Idle,2835,"(40.76680573317108, -73.94785250922335)",892a100d4cfffff,"(40.76680573317108, -73.94785250922335)",892a100d4cfffff
466,D466,Idle,2836,"(40.73889685083575, -74.0024136834934)",892a10721b7ffff,"(40.73889685083575, -74.0024136834934)",892a10721b7ffff
467,D467,Idle,2837,"(40.8492496821881, -73.93171958830678)",892a100ae3bffff,"(40.8492496821881, -73.93171958830678)",892a100ae3bffff
468,D468,Idle,2838,"(40.77760087546105, -73.93970144902298)",892a100f27bffff,"(40.77760087546105, -73.93970144902298)",892a100f27bffff
469,D469,Idle,2839,"(40.865117115677634, -73.93232385882943)",892a100aed3ffff,"(40.865117115677634, -73.93232385882943)",892a100aed3ffff
470,D470,Idle,2840,"(40.78478349529045, -73.9678185973902)",892a1008953ffff,"(40.78478349529045, -73.9678185973902)",892a1008953ffff
471,D471,Idle,2841,"(40.75497462014094, -73.99448766042539)",892a10725afffff,"(40.75497462014094, -73.99448766042539)",892a10725afffff
472,D472,Idle,2842,"(40.76542414857819, -73.99918114877002)",892a107258bffff,"(40.76542414857819, -73.99918114877002)",892a107258bffff
473,D473,Idle,2843,"(40.73912894651648, -73.99386380339365)",892a100d273ffff,"(40.73912894651648, -73.99386380339365)",892a100d273ffff
474,D474,Idle,2844,"(40.8220123087085, -73.96069083866666)",892a1008cc7ffff,"(40.8220123087085, -73.96069083866666)",892a1008cc7ffff
475,D475,Idle,2845,"(40.85172350751848, -73.93824802360152)",892a100ae73ffff,"(40.85172350751848, -73.93824802360152)",892a100ae73ffff
476,D476,Idle,2846,"(40.76858652379911, -73.9800362432926)",892a100d6cbffff,"(40.76858652379911, -73.9800362432926)",892a100d6cbffff
477,D477,Idle,2847,"(40.822241279757954, -73.9521258822242)",892a1008c83ffff,"(40.822241279757954, -73.9521258822242)",892a1008c83ffff
478,D478,Idle,2848,"(40.725868666251074, -73.99548111586327)",892a1072c8fffff,"(40.725868666251074, -73.99548111586327)",892a1072c8fffff
479,D479,Idle,2849,"(40.76588720703491, -73.9820717095057)",892a100d653ffff,"(40.76588720703491, -73.9820717095057)",892a100d653ffff
480,D480,Idle,2850,"(40.72540359391593, -74.0125760262977)",892a1072c43ffff,"(40.72540359391593, -74.0125760262977)",892a1072c43ffff
481,D481,Idle,2851,"(40.74124655494684, -74.0132060233251)",892a1072117ffff,"(40.74124655494684, -74.0132060233251)",892a1072117ffff
482,D482,Idle,2852,"(40.75485863150439, -73.99876404720786)",892a1072533ffff,"(40.75485863150439, -73.99876404720786)",892a1072533ffff
483,D483,Idle,2853,"(40.865683039045834, -73.91089187607984)",892a100a137ffff,"(40.865683039045834, -73.91089187607984)",892a100a137ffff
484,D484,Idle,2854,"(40.79793804844386, -73.97047175574073)",892a1008817ffff,"(40.79793804844386, -73.97047175574073)",892a1008817ffff
485,D485,Idle,2855,"(40.7629565767453, -73.9926611900057)",892a1072587ffff,"(40.7629565767453, -73.9926611900057)",892a1072587ffff
486,D486,Idle,2856,"(40.72868271043231, -73.98917414391278)",892a1072c97ffff,"(40.72868271043231, -73.98917414391278)",892a1072c97ffff
487,D487,Idle,2857,"(40.73689294279601, -73.97879835349616)",892a100d2afffff,"(40.73689294279601, -73.97879835349616)",892a100d2afffff
488,D488,Idle,2858,"(40.77410045201794, -73.97168650907608)",892a100896bffff,"(40.77410045201794, -73.97168650907608)",892a100896bffff
489,D489,Idle,2859,"(40.797822957309734, -73.97475203687154)",892a1008803ffff,"(40.797822957309734, -73.97475203687154)",892a1008803ffff
490,D490,Idle,2860,"(40.83338538609463, -73.93111572662959)",892a100aab7ffff,"(40.83338538609463, -73.93111572662959)",892a100aab7ffff
491,D491,Idle,2861,"(40.774673787052976, -73.95029586389917)",892a10089afffff,"(40.774673787052976, -73.95029586389917)",892a10089afffff
492,D492,Idle,2862,"(40.868271515886654, -73.91313474469668)",892a100a133ffff,"(40.868271515886654, -73.91313474469668)",892a100a133ffff
493,D493,Idle,2863,"(40.778806978579155, -73.99328495712778)",892a1008b0bffff,"(40.778806978579155, -73.99328495712778)",892a1008b0bffff
494,D494,Idle,2864,"(40.83810339234719, -73.95273671386572)",892a100aa57ffff,"(40.83810339234719, -73.95273671386572)",892a100aa57ffff
495,D495,Idle,2865,"(40.74664477312715, -74.00914047636303)",892a1072183ffff,"(40.74664477312715, -74.00914047636303)",892a1072183ffff
496,D496,Idle,2866,"(40.7793843009544, -73.97189206979928)",892a100894fffff,"(40.7793843009544, -73.97189206979928)",892a100894fffff
497,D497,Idle,2867,"(40.731033292204714, -73.99996336359993)",892a1072cd7ffff,"(40.731033292204714, -73.99996336359993)",892a1072cd7ffff
498,D498,Idle,2868,"(40.83011475573099, -73.95457284997781)",892a100aa63ffff,"(40.83011475573099, -73.95457284997781)",892a100aa63ffff
499,D499,Idle,2869,"(40.819426235372546, -73.9584474749269)",892a1008c13ffff,"(40.819426235372546, -73.9584474749269)",892a1008c13ffff
500,D500,Idle,2870,"(40.73431002483045, -73.97655802567107)",892a100d3dbffff,"(40.73431002483045, -73.97655802567107)",892a100d3dbffff
501,D501,Idle,2871,"(40.816610930826734, -73.96476834059466)",892a1008c0bffff,"(40.816610930826734, -73.96476834059466)",892a1008c0bffff
502,D502,Idle,2872,"(40.782198786450444, -73.96557660726104)",892a1008957ffff,"(40.782198786450444, -73.96557660726104)",892a1008957ffff
503,D503,Idle,2873,"(40.77375455256137, -73.98452081672437)",892a1008b33ffff,"(40.77375455256137, -73.98452081672437)",892a1008b33ffff
504,D504,Idle,2874,"(40.70463350484672, -73.99892128429882)",892a1072d4fffff,"(40.70463350484672, -73.99892128429882)",892a1072d4fffff
505,D505,Idle,2875,"(40.779728795481155, -73.95905625713573)",892a1008903ffff,"(40.779728795481155, -73.95905625713573)",892a1008903ffff
506,D506,Idle,2876,"(40.78759793062824, -73.96150218435267)",892a10089c3ffff,"(40.78759793062824, -73.96150218435267)",892a10089c3ffff
507,D507,Idle,2877,"(40.86804545848781, -73.92170803364601)",892a100a177ffff,"(40.86804545848781, -73.92170803364601)",892a100a177ffff
508,D508,Idle,2878,"(40.80850924463485, -73.97088285837434)",892a1008c6fffff,"(40.80850924463485, -73.97088285837434)",892a1008c6fffff
509,D509,Idle,2879,"(40.819769206993136, -73.94560074480687)",892a100ab4bffff,"(40.819769206993136, -73.94560074480687)",892a100ab4bffff
