,Order_id,Driver_id,Arrive_step,Response_step,Pickup_step,Pickup_Latitude,Pickup_Longitude,Dropoff_Latitude,Dropoff_Longitude,Pickup_Grid,Dropoff_Grid,Pickup_Point,Dropoff_Point,Travel_dis,Travel_time,date,Matching_patience,Fare,Travel_duration,Travel_distance,Fare_A,Fare_B,Travel_minute
380,O2297,Waiting,2622,86400,86400,40.7459581931324,-73.9794066623701,40.71647392493459,-73.99652808240307,892a100d283ffff,892a1072c33ffff,"[40.7459581931324, -73.9794066623701]","[40.71647392493459, -73.99652808240307]",4541.446323474196,81,2020-12-01,5.0,12.027469260969504,13,2.8156967205540018,9.5,7.7,13
381,O2154,Waiting,2622,86400,86400,40.786243646925655,-73.98392716300646,40.77609364064847,-73.96310183620415,892a1008b9bffff,892a100890fffff,"[40.786243646925655, -73.98392716300646]","[40.77609364064847, -73.96310183620415]",3085.8644510854288,55,2020-12-01,3.0,9.04816292942769,9,1.913235959672966,7.5,7.0,9
382,O1362751,Waiting,2622,86400,86400,40.75550124283961,-73.96615804496746,40.804063117974,-73.9707302779066,892a100d6afffff,892a100888bffff,"[40.75550124283961, -73.96615804496746]","[40.804063117973996, -73.9707302779066]",6497.049022738535,116,2020-12-01,4.0,16.249298189671308,19,4.028170394097892,12.5,10.100000000000001,19
383,O3448,Waiting,2623,86400,86400,40.75847321549663,-73.97284602411322,40.77868059842127,-73.98593041759241,892a100d607ffff,892a1008b17ffff,"[40.75847321549663, -73.97284602411322]","[40.77868059842127, -73.98593041759241]",3206.6075602762226,57,2020-12-01,5.0,9.179169202899702,9,1.988096687371258,7.5,7.0,9
384,O3635,Waiting,2623,86400,86400,40.77039806319474,-73.96574757118448,40.74633912728693,-73.97895278657218,892a1008967ffff,892a100d283ffff,"[40.77039806319474, -73.96574757118448]","[40.74633912728693, -73.97895278657218]",3655.6305270171633,65,2020-12-01,7.0,10.016359121813622,10,2.266490926750641,8.0,7.0,10
385,O2032,Waiting,2623,86400,86400,40.76318831164851,-73.96403573047675,40.78102563393559,-73.96019743343565,892a100d687ffff,892a100891bffff,"[40.76318831164851, -73.96403573047675]","[40.781025633935585, -73.96019743343565]",2430.316369968041,43,2020-12-01,7.0,7.636893261415324,7,1.5067961493801854,6.5,7.0,7
386,O2494,Waiting,2623,86400,86400,40.80644385629568,-73.93848450793014,40.81659561188194,-73.94665972230948,892a1008d9bffff,892a1008cb3ffff,"[40.80644385629568, -73.93848450793014]","[40.816595611881944, -73.94665972230948]",1736.1651584536432,31,2020-12-01,5.0,7.0,5,1.0764223982412588,6.0,7.0,5
387,O3040,Waiting,2623,86400,86400,40.77493796968204,-73.95900245271221,40.72897173159351,-74.00546790733688,892a100893bffff,892a1072ccfffff,"[40.774937969682036, -73.95900245271221]","[40.72897173159351, -74.00546790733688]",8705.955991808949,156,2020-12-01,5.0,21.09596225111271,26,5.397692714921549,16.0,12.9,26
388,O3484,Waiting,2624,86400,86400,40.75361996702516,-73.96359799146755,40.76058611241723,-73.96343250921495,892a100d0dbffff,892a100d6bbffff,"[40.75361996702516, -73.96359799146755]","[40.76058611241723, -73.96343250921495]",928.1523382812428,16,2020-12-01,3.0,7.0,2,0.5754544497343705,6.0,7.0,2
389,O2029,Waiting,2624,86400,86400,40.75448847781996,-73.9735535534762,40.78499665234566,-73.97567171796717,892a100d63bffff,892a1008b97ffff,"[40.754488477819955, -73.9735535534762]","[40.78499665234566, -73.97567171796717]",4073.471461421848,73,2020-12-01,6.0,11.169716535642705,12,2.5255523060815457,9.0,7.300000000000001,12
390,O2009,Waiting,2624,86400,86400,40.73411938717668,-73.98097111923782,40.76962103391418,-73.95188504257204,892a100d237ffff,892a100d4cbffff,"[40.734119387176676, -73.98097111923782]","[40.769621033914184, -73.95188504257204]",6113.236858119592,110,2020-12-01,4.0,15.48286199105976,18,3.790206852034148,12.0,9.7,18
391,O3047,Waiting,2624,86400,86400,40.81881458570973,-73.96002978684943,40.80520360821678,-73.96196947319542,892a1008c13ffff,892a1008c2fffff,"[40.81881458570973, -73.96002978684943]","[40.80520360821678, -73.96196947319542]",1831.2994209829487,32,2020-12-01,5.0,7.0,5,1.1354056410094282,6.0,7.0,5
392,O2333,Waiting,2625,86400,86400,40.77188622712983,-73.94894875418376,40.76300888212256,-73.95651226254529,892a100d4dbffff,892a100d44bffff,"[40.771886227129826, -73.94894875418376]","[40.76300888212256, -73.95651226254529]",1553.4450391913292,27,2020-12-01,5.0,7.0,4,0.9631359242986242,6.0,7.0,4
393,O3297,Waiting,2625,86400,86400,40.7082630596152,-74.0186581498512,40.7590920473465,-73.97256748493605,892a107281bffff,892a100d607ffff,"[40.7082630596152, -74.0186581498512]","[40.7590920473465, -73.97256748493605]",9139.437593465644,164,2020-12-01,7.0,21.916289788910223,27,5.666451307948699,16.5,13.3,27
394,O2233,Waiting,2625,86400,86400,40.78377406563301,-73.97629996367677,40.76361338170172,-73.97446538596598,892a1008b97ffff,892a100d61bffff,"[40.783774065633004, -73.97629996367677]","[40.76361338170172, -73.97446538596598]",2696.498549581516,48,2020-12-01,4.0,8.275700926295944,8,1.67182910074054,7.0,7.0,8
395,O2097,Waiting,2625,86400,86400,40.77686074554376,-73.97824890404614,40.77464764971059,-73.986574034467,892a1008ba3ffff,892a1008b07ffff,"[40.77686074554376, -73.97824890404614]","[40.77464764971059, -73.986574034467]",1147.4203160309903,20,2020-12-01,4.0,7.0,3,0.711400595939214,6.0,7.0,3
396,O2962,Waiting,2625,86400,86400,40.7996596325718,-73.94390857460662,40.76354211243625,-73.95383314183708,892a1008d03ffff,892a100d443ffff,"[40.799659632571796, -73.94390857460662]","[40.76354211243625, -73.95383314183708]",4989.17540073386,89,2020-12-01,5.0,12.863255309796235,14,3.093288748454994,10.0,8.100000000000001,14
397,O3532,Waiting,2625,86400,86400,40.76044173328767,-73.99034090982721,40.75538788647903,-73.98303598420713,892a10725b3ffff,892a100d663ffff,"[40.76044173328767, -73.99034090982721]","[40.75538788647903, -73.98303598420713]",1183.1827372463238,21,2020-12-01,6.0,7.0,3,0.7335732970927207,6.0,7.0,3
398,O3651,Waiting,2626,86400,86400,40.76106015869259,-73.99134085224486,40.75122078317019,-73.97697452041722,892a10725b3ffff,892a100d293ffff,"[40.76106015869259, -73.99134085224486]","[40.75122078317019, -73.97697452041722]",2319.381888754355,41,2020-12-01,4.0,7.166529349298475,6,1.4380167710277,6.0,7.0,6
399,O2460,Waiting,2626,86400,86400,40.78130020117412,-73.94408748294249,40.7484156688432,-73.98214378653257,892a100f24bffff,892a100d28bffff,"[40.78130020117412, -73.94408748294249]","[40.748415668843194, -73.98214378653257]",6699.410109779638,120,2020-12-01,6.0,16.818859969110907,20,4.153634268063375,13.0,10.5,20
400,O3475,Waiting,2627,86400,86400,40.76605213211669,-73.98659487976045,40.77096503524535,-73.96093022307663,892a100d65bffff,892a100892bffff,"[40.766052132116684, -73.98659487976045]","[40.77096503524535, -73.96093022307663]",3480.603473144704,62,2020-12-01,5.0,9.826454768362003,10,2.1579741533497163,8.0,7.0,10
401,O3044,Waiting,2627,86400,86400,40.80350278030578,-73.96195446124644,40.74024758345137,-73.97906868206182,892a1008897ffff,892a100d2abffff,"[40.803502780305784, -73.96195446124644]","[40.74024758345137, -73.97906868206182]",8728.530531139806,157,2020-12-01,5.0,21.12045562628669,26,5.41168892930668,16.0,12.9,26
402,O2463,Waiting,2628,86400,86400,40.775903174914006,-73.95176567154627,40.75563799610925,-73.97291935883764,892a10089abffff,892a100d63bffff,"[40.775903174914006, -73.95176567154627]","[40.75563799610925, -73.97291935883764]",3902.000636140758,70,2020-12-01,3.0,10.63367069021272,11,2.41924039440727,8.5,7.0,11
403,O3287,Waiting,2628,86400,86400,40.80100445573149,-73.94302010326044,40.786709539197815,-73.94758903968268,892a1008d13ffff,892a1008993ffff,"[40.80100445573149, -73.94302010326044]","[40.786709539197815, -73.94758903968268]",1998.9757569204548,35,2020-12-01,4.0,7.0,5,1.239364969290682,6.0,7.0,5
404,O1362746,Waiting,2628,86400,86400,40.80830820146883,-73.96682607098921,40.78340187395205,-73.94620888244178,892a1008c67ffff,892a100f24bffff,"[40.80830820146883, -73.96682607098921]","[40.78340187395205, -73.94620888244178]",4306.695298437874,77,2020-12-01,5.0,11.422764398805093,12,2.670151085031482,9.0,7.300000000000001,12
405,O2113,Waiting,2628,86400,86400,40.7582134021098,-73.98919234146483,40.73842053694663,-73.97904373931233,892a10725b7ffff,892a100d2afffff,"[40.7582134021098, -73.98919234146483]","[40.73842053694663, -73.97904373931233]",2962.769360641215,53,2020-12-01,4.0,8.564604756295719,8,1.8369170035975533,7.0,7.0,8
406,O2073,Waiting,2629,86400,86400,40.77653163171701,-73.98189220641557,40.763619381388814,-73.95657888498019,892a1008babffff,892a100d44bffff,"[40.77653163171701, -73.98189220641557]","[40.763619381388814, -73.95657888498019]",3785.061343329052,68,2020-12-01,6.0,10.50679155751202,11,2.346738032864012,8.5,7.0,11
407,O3188,Waiting,2629,86400,86400,40.78483412898876,-73.95674574496769,40.72775574385414,-73.99410316304471,892a100898bffff,892a1072c83ffff,"[40.784834128988756, -73.95674574496769]","[40.72775574385414, -73.99410316304471]",9086.4650024145,163,2020-12-01,4.0,21.85881452761973,27,5.63360830149699,16.5,13.3,27
408,O1898,Waiting,2629,86400,86400,40.76915143157056,-73.96077549851893,40.77868959792596,-73.9579481838038,892a100892fffff,892a1008903ffff,"[40.769151431570556, -73.96077549851893]","[40.77868959792596, -73.9579481838038]",1325.1246263588494,23,2020-12-01,5.0,7.0,3,0.8215772683424867,6.0,7.0,3
409,O2553,Waiting,2629,86400,86400,40.74563780211238,-73.99733227836111,40.75461681938232,-74.00213222162394,892a100d243ffff,892a107253bffff,"[40.74563780211238, -73.99733227836111]","[40.75461681938232, -74.00213222162394]",1356.170986987957,24,2020-12-01,5.0,7.0,4,0.8408260119325333,6.0,7.0,4
410,O3400,Waiting,2630,86400,86400,40.7460280278829,-73.99072661834444,40.74282314691702,-73.99949074311016,892a100d2cfffff,892a100d24fffff,"[40.7460280278829, -73.99072661834444]","[40.74282314691702, -73.99949074311016]",1242.9861513906214,22,2020-12-01,3.0,7.0,3,0.7706514138621854,6.0,7.0,3
411,O2945,Waiting,2631,86400,86400,40.77105935464616,-73.9486415630386,40.741643107224704,-73.98950006648165,892a100d4dbffff,892a100d203ffff,"[40.771059354646155, -73.9486415630386]","[40.741643107224704, -73.98950006648165]",6706.104661497685,120,2020-12-01,4.0,16.82612355772499,20,4.157784890128565,13.0,10.5,20
412,O2555,Waiting,2631,86400,86400,40.79468975717887,-73.9740379437059,40.84376508148943,-73.9453697273637,892a1008807ffff,892a100aad7ffff,"[40.79468975717887, -73.9740379437059]","[40.84376508148943, -73.9453697273637]",7570.465192240607,136,2020-12-01,4.0,18.46395473358106,22,4.693688419189177,14.0,11.3,22
413,O1985,Waiting,2631,86400,86400,40.79205519528489,-73.97092566062686,40.80243931736184,-73.96531766613008,892a1008833ffff,892a1008883ffff,"[40.79205519528489, -73.97092566062686]","[40.80243931736184, -73.96531766613008]",1571.9834529939696,28,2020-12-01,5.0,7.0,4,0.9746297408562612,6.0,7.0,4
414,O3415,Waiting,2632,86400,86400,40.73579611944005,-73.98895859472084,40.78581556314816,-73.9501443133132,892a100d23bffff,892a1008983ffff,"[40.73579611944005, -73.98895859472084]","[40.785815563148155, -73.9501443133132]",8433.246599999255,151,2020-12-01,7.0,20.45007256099919,25,5.228612891999537,15.5,12.5,25
415,O2331,Waiting,2632,86400,86400,40.77696356264229,-73.98981718291645,40.767411532027616,-73.96841002547373,892a1008b0fffff,892a100d68bffff,"[40.77696356264229, -73.98981718291645]","[40.767411532027616, -73.96841002547373]",3122.4184723215067,56,2020-12-01,5.0,9.087824042468837,9,1.935899452839334,7.5,7.0,9
416,O2938,Waiting,2632,86400,86400,40.71402097457677,-74.01450263918719,40.74144013272453,-73.97263901219998,892a10728d3ffff,892a100d2b3ffff,"[40.71402097457677, -74.01450263918719]","[40.74144013272453, -73.97263901219998]",6665.822953855493,119,2020-12-01,5.0,16.43241790493321,19,4.132810231390406,12.5,10.100000000000001,19
417,O2203,Waiting,2633,86400,86400,40.73731535939072,-74.00305420466889,40.78653321922088,-73.9572327381359,892a10721a7ffff,892a10089d7ffff,"[40.73731535939072, -74.00305420466889]","[40.78653321922088, -73.9572327381359]",8957.14739755022,161,2020-12-01,4.0,21.368504926341984,26,5.553431386481136,16.0,12.9,26
418,O2350,Waiting,2633,86400,86400,40.74002583809869,-73.99243502534327,40.749388535152505,-73.98603876233534,892a100d273ffff,892a100d2d7ffff,"[40.74002583809869, -73.99243502534327]","[40.749388535152505, -73.98603876233534]",1510.351015020449,27,2020-12-01,7.0,7.0,4,0.9364176293126784,6.0,7.0,4
419,O2137,Waiting,2633,86400,86400,40.77048901698914,-73.98496265468943,40.783724669336806,-73.95492999613728,892a1008b23ffff,892a100898bffff,"[40.77048901698914, -73.98496265468943]","[40.783724669336806, -73.95492999613728]",4371.605072689558,78,2020-12-01,4.0,11.84319150386817,13,2.710395145067526,9.5,7.7,13
420,O2607,Waiting,2633,86400,86400,40.76045372338224,-73.9775352134833,40.75605490122662,-73.97531863350044,892a100d60bffff,892a100d677ffff,"[40.760453723382234, -73.9775352134833]","[40.75605490122662, -73.97531863350044]",656.1078734300705,11,2020-12-01,6.0,7.0,1,0.4067868815266437,6.0,7.0,1
421,O2346,Waiting,2633,86400,86400,40.779628089817535,-73.94547693442787,40.78665266261234,-73.95514010704368,892a10089b3ffff,892a100898bffff,"[40.779628089817535, -73.94547693442787]","[40.78665266261234, -73.95514010704368]",1591.2886608332506,28,2020-12-01,6.0,7.0,4,0.9865989697166152,6.0,7.0,4
422,O3411,Waiting,2633,86400,86400,40.81127192890157,-73.95977983370851,40.77008328650164,-73.98306176123702,892a1008c3bffff,892a1008b37ffff,"[40.81127192890157, -73.95977983370851]","[40.77008328650164, -73.98306176123702]",6302.137268395252,113,2020-12-01,5.0,15.68781893620885,18,3.907325106405056,12.0,9.7,18
423,O3405,Waiting,2633,86400,86400,40.79681155471787,-73.97731212147012,40.76342581003302,-73.96787874041623,892a100880bffff,892a100d68fffff,"[40.79681155471787, -73.97731212147012]","[40.76342581003302, -73.96787874041623]",4621.092966655413,83,2020-12-01,5.0,12.113885868821122,13,2.865077639326356,9.5,7.7,13
424,O2684,Waiting,2633,86400,86400,40.75061926129052,-73.99126682131303,40.74475402711209,-73.9828242518505,892a100d2c3ffff,892a100d28fffff,"[40.75061926129052, -73.99126682131303]","[40.74475402711209, -73.9828242518505]",1369.293091737385,24,2020-12-01,4.0,7.0,4,0.8489617168771788,6.0,7.0,4
425,O1990,Waiting,2634,86400,86400,40.78676674951848,-73.98161584699695,40.71693307094157,-74.01389771320872,892a1008b9bffff,892a1072c6bffff,"[40.78676674951848, -73.98161584699695]","[40.71693307094157, -74.01389771320872]",10247.627146881665,184,2020-12-01,3.0,24.168675454366607,30,6.353528831066632,18.0,14.5,30
426,O5187,Waiting,2634,86400,86400,40.7652392008807,-73.98434567490843,40.75771824674624,-73.97414511925784,892a100d65bffff,892a100d60fffff,"[40.7652392008807, -73.98434567490843]","[40.75771824674624, -73.97414511925784]",1688.1022355348834,30,2020-12-01,4.0,7.0,5,1.0466233860316276,6.0,7.0,5
427,O3324,Waiting,2634,86400,86400,40.74023763959151,-73.98553904049653,40.765024955015335,-73.99186664511609,892a100d207ffff,892a1072597ffff,"[40.74023763959151, -73.98553904049653]","[40.765024955015335, -73.99186664511609]",3407.550678305884,61,2020-12-01,4.0,9.747192485961884,10,2.112681420549648,8.0,7.0,10
428,O12575,Waiting,2634,86400,86400,40.78851134719839,-73.93965002342128,40.75044442501663,-73.99294436053304,892a1008d27ffff,892a100d2cbffff,"[40.78851134719839, -73.93965002342128]","[40.75044442501663, -73.99294436053304]",8723.71222520536,157,2020-12-01,5.0,21.11522776434781,26,5.408701579627323,16.0,12.9,26
429,O1362762,Waiting,2634,86400,86400,40.79396647271812,-73.97203246894397,40.79140691859368,-73.94090034571899,892a1008807ffff,892a1008d23ffff,"[40.79396647271812, -73.97203246894397]","[40.79140691859368, -73.94090034571899]",4160.790242770816,74,2020-12-01,5.0,11.264457413406337,12,2.5796899505179063,9.0,7.300000000000001,12
430,O3043,Waiting,2634,86400,86400,40.737840038162254,-73.99983468250002,40.766355889842,-73.98066743169801,892a100d26bffff,892a100d653ffff,"[40.737840038162254, -73.99983468250002]","[40.766355889841996, -73.98066743169801]",4576.61185937562,82,2020-12-01,6.0,12.065623867422548,13,2.8374993528128845,9.5,7.7,13
431,O2059,Waiting,2634,86400,86400,40.73296449146023,-73.98299158017053,40.75962410619108,-73.97075266817347,892a100d227ffff,892a100d607ffff,"[40.73296449146023, -73.98299158017053]","[40.759624106191076, -73.97075266817347]",3907.385219347243,70,2020-12-01,5.0,10.63951296299176,11,2.422578835995291,8.5,7.0,11
432,O2223,Waiting,2634,86400,86400,40.76635390979765,-73.96383081494774,40.76906733165176,-73.96404739317467,892a100d683ffff,892a100d693ffff,"[40.766353909797644, -73.96383081494774]","[40.76906733165176, -73.96404739317467]",362.5772577969079,6,2020-12-01,6.0,7.0,1,0.2247978998340828,6.0,7.0,1
433,O3160,Waiting,2634,86400,86400,40.76568412284068,-73.9718957579714,40.7662346944151,-73.95090645328207,892a100d6c7ffff,892a100d453ffff,"[40.76568412284068, -73.9718957579714]","[40.7662346944151, -73.95090645328207]",2796.7370612452346,50,2020-12-01,3.0,8.384459711451079,8,1.7339769779720453,7.0,7.0,8
434,O3087,Waiting,2634,86400,86400,40.76330908412108,-73.9659795205956,40.74832727630919,-73.98744994176998,892a100d68fffff,892a100d2c7ffff,"[40.76330908412108, -73.9659795205956]","[40.74832727630919, -73.98744994176998]",3487.280682837324,62,2020-12-01,7.0,9.833699540878497,10,2.162114023359141,8.0,7.0,10
435,O2251,Waiting,2634,86400,86400,40.761067261121646,-73.96903182877641,40.76741122176714,-73.95112307272483,892a100d617ffff,892a100d453ffff,"[40.761067261121646, -73.96903182877641]","[40.76741122176714, -73.95112307272483]",2530.692666519363,45,2020-12-01,5.0,7.745801543173508,7,1.569029453242005,6.5,7.0,7
436,O3601,Waiting,2634,86400,86400,40.750672356060704,-73.98832350963116,40.775878658437456,-73.96065054430981,892a100d2c3ffff,892a100890fffff,"[40.750672356060704, -73.98832350963116]","[40.775878658437456, -73.96065054430981]",4985.935399067811,89,2020-12-01,4.0,12.859739907988574,14,3.091279947422043,10.0,8.100000000000001,14
437,O3520,Waiting,2634,86400,86400,40.750883434236776,-73.99412806172677,40.75751444082874,-73.9750651790622,892a100d2cbffff,892a100d60fffff,"[40.750883434236776, -73.99412806172677]","[40.75751444082874, -73.9750651790622]",2688.409438994905,48,2020-12-01,6.0,8.266924241309471,8,1.666813852176841,7.0,7.0,8
438,O2653,Waiting,2634,86400,86400,40.74087030165398,-73.98450017029329,40.76386056380996,-73.98134240019439,892a100d217ffff,892a100d657ffff,"[40.74087030165398, -73.98450017029329]","[40.763860563809956, -73.98134240019439]",3091.0542097831585,55,2020-12-01,5.0,9.053793817614729,9,1.9164536100655585,7.5,7.0,9
439,O2709,Waiting,2635,86400,86400,40.74816278799999,-73.9936295414379,40.74727314928192,-73.97802981873646,892a100d2cfffff,892a100d283ffff,"[40.74816278799999, -73.9936295414379]","[40.747273149281924, -73.97802981873646]",2081.259293760726,37,2020-12-01,5.0,7.0,6,1.2903807621316503,6.0,7.0,6
440,O2433,Waiting,2635,86400,86400,40.78132360279237,-73.96601573621496,40.77275738426994,-73.96466937213523,892a1008957ffff,892a1008967ffff,"[40.78132360279237, -73.96601573621496]","[40.77275738426994, -73.96466937213523]",1155.0275464536642,20,2020-12-01,5.0,7.0,3,0.7161170788012717,6.0,7.0,3
441,O3300,Waiting,2635,86400,86400,40.7574960340217,-73.99629451135603,40.80795190387943,-73.96814332531036,892a10725abffff,892a1008c67ffff,"[40.7574960340217, -73.99629451135603]","[40.80795190387943, -73.96814332531036]",7696.014378600354,138,2020-12-01,4.0,18.950175600781385,23,4.771528914732219,14.5,11.700000000000001,23
442,O3338,Waiting,2635,86400,86400,40.77669820061809,-73.95632961466241,40.74340689164257,-73.98762390652199,892a1008907ffff,892a100d203ffff,"[40.77669820061809, -73.95632961466241]","[40.74340689164257, -73.98762390652199]",6086.006909884117,109,2020-12-01,6.0,15.453317497224266,18,3.773324284128152,12.0,9.7,18
443,O15884,Waiting,2635,86400,86400,40.7506802326705,-73.9691860557958,40.754412892678296,-73.96914696019918,892a100d627ffff,892a100d633ffff,"[40.750680232670504, -73.9691860557958]","[40.754412892678296, -73.96914696019918]",497.21758394442793,8,2020-12-01,5.0,7.0,1,0.3082749020455453,6.0,7.0,1
444,O2395,Waiting,2636,86400,86400,40.73915491745076,-73.98059295281833,40.74841142047723,-73.99252863579032,892a100d2abffff,892a100d2cfffff,"[40.739154917450755, -73.98059295281833]","[40.74841142047723, -73.99252863579032]",2011.9081829191723,36,2020-12-01,5.0,7.0,6,1.2473830734098867,6.0,7.0,6
445,O2267,Waiting,2636,86400,86400,40.77936548445968,-73.94655144008183,40.73464392035336,-73.98672377867678,892a10089b3ffff,892a100d223ffff,"[40.779365484459674, -73.94655144008183]","[40.73464392035336, -73.98672377867678]",8007.342217371438,144,2020-12-01,4.0,19.637966305848007,24,4.964552174770291,15.0,12.100000000000001,24
446,O2789,Waiting,2637,86400,86400,40.75037579443408,-73.99253863637034,40.744813850602846,-73.97167079208795,892a100d2cbffff,892a100d04bffff,"[40.75037579443408, -73.99253863637034]","[40.744813850602846, -73.97167079208795]",2876.633236699534,51,2020-12-01,5.0,8.471147061818993,8,1.7835126067537108,7.0,7.0,8
447,O2367,Waiting,2637,86400,86400,40.78577580400024,-73.98060081562541,40.76448571948721,-73.97539614148161,892a1008b83ffff,892a100d61bffff,"[40.78577580400024, -73.98060081562541]","[40.76448571948721, -73.97539614148161]",2919.3487834202524,52,2020-12-01,3.0,8.517493430010973,8,1.8099962457205565,7.0,7.0,8
448,O3630,Waiting,2638,86400,86400,40.760946987101576,-73.99368099556567,40.72674221936892,-73.99050264382683,892a10725bbffff,892a1072c87ffff,"[40.760946987101576, -73.99368099556567]","[40.72674221936892, -73.99050264382683]",4575.702203553528,82,2020-12-01,6.0,12.064636890855578,13,2.836935366203188,9.5,7.7,13
449,O3027,Waiting,2638,86400,86400,40.78439470428797,-73.9794797491343,40.758130627397534,-73.97745363572008,892a1008b83ffff,892a100d60fffff,"[40.78439470428797, -73.9794797491343]","[40.758130627397534, -73.97745363572008]",3508.769333198973,63,2020-12-01,6.0,9.857014726520886,10,2.175436986583364,8.0,7.0,10
450,O2044,Waiting,2638,86400,86400,40.770506115017696,-73.95932297021518,40.73889153861536,-73.99334628652394,892a100892fffff,892a100d273ffff,"[40.770506115017696, -73.95932297021518]","[40.73889153861536, -73.99334628652394]",6186.3728605882325,111,2020-12-01,3.0,15.562214553738231,18,3.835551173564704,12.0,9.7,18
451,O3124,Waiting,2638,86400,86400,40.77396689653523,-73.95056541483983,40.7715608468917,-73.95246361672086,892a10089afffff,892a1008937ffff,"[40.77396689653523, -73.95056541483983]","[40.7715608468917, -73.95246361672086]",408.2149797453141,7,2020-12-01,5.0,7.0,1,0.2530932874420947,6.0,7.0,1
452,O3394,Waiting,2638,86400,86400,40.74849924592124,-73.99590461304007,40.76068810688167,-73.95906977707845,892a100d253ffff,892a100d6b3ffff,"[40.74849924592124, -73.99590461304007]","[40.76068810688167, -73.95906977707845]",5168.045803480569,93,2020-12-01,6.0,13.407329696776417,15,3.2041883981579526,10.5,8.5,15
453,O3215,Waiting,2639,86400,86400,40.73558104387212,-73.98499505163508,40.749155030198985,-73.97962932698194,892a100d223ffff,892a100d29bffff,"[40.73558104387212, -73.98499505163508]","[40.749155030198985, -73.97962932698194]",1944.1912603106136,34,2020-12-01,7.0,7.0,5,1.2053985813925805,6.0,7.0,5
454,O2034,Waiting,2639,86400,86400,40.766782216175,-73.96580649249474,40.76047638733948,-73.96873603046788,892a100d683ffff,892a100d617ffff,"[40.766782216175, -73.96580649249474]","[40.76047638733948, -73.96873603046788]",926.1535946012378,16,2020-12-01,5.0,7.0,2,0.5742152286527674,6.0,7.0,2
455,O2641,Waiting,2639,86400,86400,40.74632355714545,-73.9881607152758,40.75068236201018,-73.99427911796947,892a100d2c7ffff,892a100d2cbffff,"[40.74632355714545, -73.9881607152758]","[40.75068236201018, -73.99427911796947]",1000.63286411504,18,2020-12-01,5.0,7.0,3,0.6203923757513248,6.0,7.0,3
456,O2057,Waiting,2639,86400,86400,40.79298442179129,-73.95905810877532,40.782492604393134,-73.96183296401374,892a1008d6bffff,892a100891bffff,"[40.79298442179129, -73.95905810877532]","[40.782492604393134, -73.96183296401374]",1445.5609635054286,26,2020-12-01,6.0,7.0,4,0.8962477973733657,6.0,7.0,4
457,O3306,Waiting,2639,86400,86400,40.769934780455294,-73.96032244541597,40.76215659025671,-73.96976721969304,892a100892fffff,892a100d617ffff,"[40.769934780455294, -73.96032244541597]","[40.76215659025671, -73.96976721969304]",1629.7497864199058,29,2020-12-01,7.0,7.0,4,1.0104448675803417,6.0,7.0,4
458,O2855,Waiting,2640,86400,86400,40.70864954080356,-74.01012255576032,40.7848887889317,-73.9447451943148,892a107288bffff,892a1008997ffff,"[40.708649540803556, -74.01012255576032]","[40.7848887889317, -73.9447451943148]",13377.56608764941,240,2020-12-01,6.0,31.06465920509961,40,8.294090974342634,23.0,18.5,40
459,O2470,Waiting,2640,86400,86400,40.73820672887435,-73.97457000184916,40.74996154543918,-73.97083843496718,892a100d2a7ffff,892a100d62fffff,"[40.73820672887435, -73.97457000184916]","[40.74996154543918, -73.97083843496718]",1642.741639847197,29,2020-12-01,7.0,7.0,4,1.018499816705262,6.0,7.0,4
460,O3462,Waiting,2640,86400,86400,40.78067966378645,-73.94684336329578,40.78557300440287,-73.95371472687417,892a10089b3ffff,892a100898bffff,"[40.780679663786444, -73.94684336329578]","[40.78557300440287, -73.95371472687417]",1123.6303871172754,20,2020-12-01,6.0,7.0,3,0.6966508400127108,6.0,7.0,3
461,O2751,Waiting,2641,86400,86400,40.73485731592679,-73.99795747756126,40.756526993041376,-73.98789575402482,892a100d26fffff,892a10725b7ffff,"[40.73485731592679, -73.99795747756126]","[40.756526993041376, -73.98789575402482]",3182.37404384096,57,2020-12-01,4.0,9.15287583756744,9,1.9730719071813951,7.5,7.0,9
462,O2999,Waiting,2641,86400,86400,40.76912405400563,-73.94961143042661,40.75390990752589,-73.97738674685579,892a100d4cbffff,892a100d677ffff,"[40.76912405400563, -73.94961143042661]","[40.75390990752589, -73.97738674685579]",4218.337917815274,75,2020-12-01,4.0,11.32689664082957,12,2.6153695090454696,9.0,7.300000000000001,12
463,O3169,Waiting,2641,86400,86400,40.75367608340078,-73.96364075450047,40.764802627088265,-73.9709097417414,892a100d0dbffff,892a100d613ffff,"[40.75367608340078, -73.96364075450047]","[40.764802627088265, -73.9709097417414]",1770.2984068683104,31,2020-12-01,5.0,7.0,5,1.0975850122583524,6.0,7.0,5
464,O2109,Waiting,2641,86400,86400,40.78792227377696,-73.97857068282444,40.74633235430881,-73.99464754752059,892a1008b93ffff,892a100d253ffff,"[40.787922273776964, -73.97857068282444]","[40.74633235430881, -73.99464754752059]",5939.26683698748,106,2020-12-01,5.0,14.944104518131414,17,3.682345438932238,11.5,9.3,17
465,O2215,Waiting,2641,86400,86400,40.74618607382478,-73.97291044150762,40.742005383913465,-73.99169330838518,892a100d04bffff,892a100d20bffff,"[40.74618607382478, -73.97291044150762]","[40.742005383913465, -73.99169330838518]",2563.1025575747453,46,2020-12-01,4.0,7.780966274968598,7,1.5891235856963422,6.5,7.0,7
