,Order_id,Driver_id,Arrive_step,Response_step,Pickup_step,Pickup_Latitude,Pickup_Longitude,Dropoff_Latitude,Dropoff_Longitude,Pickup_Grid,Dropoff_Grid,Pickup_Point,Dropoff_Point,Travel_dis,Travel_time,date,Matching_patience,Fare,Travel_duration,Travel_distance,Fare_A,Fare_B,Travel_minute
19,O2846,Waiting,2525,86400,86400,40.78410371876426,-73.9434089031872,40.74409712024218,-73.98237386329488,892a100f24bffff,892a100d28fffff,"[40.784103718764264, -73.9434089031872]","[40.74409712024218, -73.98237386329488]",7438.711439445903,133,2020-12-01,4.0,18.321001911798803,22,4.61200109245646,14.0,11.3,22
20,O3138,Waiting,2526,86400,86400,40.77093386519847,-73.98922769158753,40.787086325973846,-73.98087873826682,892a1008b2bffff,892a1008b9bffff,"[40.770933865198465, -73.98922769158753]","[40.787086325973846, -73.98087873826682]",2421.92256867596,43,2020-12-01,6.0,7.627785987013416,7,1.5015919925790953,6.5,7.0,7
21,O2678,Waiting,2526,86400,86400,40.7789154798452,-73.95725431114053,40.74352570815765,-73.98123149654678,892a1008903ffff,892a100d28fffff,"[40.7789154798452, -73.95725431114053]","[40.74352570815765, -73.98123149654678]",5693.95547689612,102,2020-12-01,7.0,14.677941692432288,17,3.5302523956755945,11.5,9.3,17
22,O3332,Waiting,2527,86400,86400,40.73118993023046,-73.98139010683215,40.74006316751825,-73.97722470109831,892a100d227ffff,892a100d2a3ffff,"[40.73118993023046, -73.98139010683215]","[40.74006316751825, -73.97722470109831]",1305.6654060972262,23,2020-12-01,3.0,7.0,3,0.8095125517802803,6.0,7.0,3
23,O1897,Waiting,2527,86400,86400,40.748356856893096,-73.99529184363236,40.761336623330806,-73.98236403075921,892a100d2cbffff,892a100d647ffff,"[40.748356856893096, -73.99529184363236]","[40.761336623330806, -73.98236403075921]",2440.1523183724325,43,2020-12-01,5.0,7.647565265434089,7,1.5128944373909083,6.5,7.0,7
24,O3117,Waiting,2527,86400,86400,40.75734642562688,-73.97229932423264,40.76508342317084,-73.96056088118237,892a100d607ffff,892a100d697ffff,"[40.75734642562688, -73.97229932423264]","[40.76508342317084, -73.96056088118237]",1872.6431446927925,33,2020-12-01,4.0,7.0,5,1.1610387497095314,6.0,7.0,5
25,O2357,Waiting,2528,86400,86400,40.76930188437704,-73.95069821705431,40.78080436845512,-73.9599500418246,892a100d4cbffff,892a1008903ffff,"[40.769301884377036, -73.95069821705431]","[40.78080436845512, -73.9599500418246]",1966.238654654816,35,2020-12-01,5.0,7.0,5,1.2190679658859858,6.0,7.0,5
26,O1995,Waiting,2528,86400,86400,40.75258861122312,-73.97332285463652,40.7193219393525,-74.0080674976522,892a100d62bffff,892a1072c73ffff,"[40.75258861122312, -73.97332285463652]","[40.7193219393525, -74.0080674976522]",6407.268464479791,115,2020-12-01,5.0,16.15188628396057,19,3.9725064479774703,12.5,10.100000000000001,19
27,O3212,Waiting,2528,86400,86400,40.759940522890645,-73.99402323931949,40.76129650329111,-73.96631330721121,892a10725bbffff,892a100d6bbffff,"[40.759940522890645, -73.99402323931949]","[40.76129650329111, -73.96631330721121]",3695.379534091809,66,2020-12-01,4.0,10.409486794489611,11,2.2911353111369217,8.5,7.0,11
28,O21882,Waiting,2528,86400,86400,40.768166374097206,-73.96924550970024,40.777405382200094,-73.95072886708094,892a100d69bffff,892a10089abffff,"[40.768166374097206, -73.96924550970024]","[40.777405382200094, -73.95072886708094]",2756.3883041798085,49,2020-12-01,7.0,8.340681310035091,8,1.7089607485914815,7.0,7.0,8
29,O2006,Waiting,2529,86400,86400,40.74699629196758,-73.99173107771671,40.761331022335206,-73.9754421701983,892a100d2cfffff,892a100d603ffff,"[40.74699629196758, -73.99173107771671]","[40.761331022335206, -73.9754421701983]",2890.2036765227845,52,2020-12-01,3.0,8.48587098902722,8,1.7919262794441264,7.0,7.0,8
30,O2324,Waiting,2529,86400,86400,40.74866139505615,-73.99059508598528,40.73513106610744,-73.98898805382538,892a100d2c3ffff,892a100d22bffff,"[40.74866139505615, -73.99059508598528]","[40.735131066107435, -73.98898805382538]",1814.907330444402,32,2020-12-01,6.0,7.0,5,1.1252425448755292,6.0,7.0,5
31,O2518,Waiting,2529,86400,86400,40.76551785608916,-73.9682937420142,40.75924336298552,-73.99439636463394,892a100d68bffff,892a10725bbffff,"[40.76551785608916, -73.9682937420142]","[40.759243362985515, -73.99439636463394]",3575.908176077032,64,2020-12-01,6.0,9.92986037104358,10,2.2170630691677595,8.0,7.0,10
32,O3564,Waiting,2529,86400,86400,40.74803091799912,-73.99604456821167,40.76638957552375,-73.97940670371402,892a100d253ffff,892a100d6cfffff,"[40.74803091799912, -73.99604456821167]","[40.766389575523746, -73.97940670371402]",3300.186492576711,59,2020-12-01,5.0,9.28070234444573,9,2.0461156253975608,7.5,7.0,9
33,O3560,Waiting,2529,86400,86400,40.732108395687256,-74.00253545461781,40.7521467158162,-74.00614658139101,892a1072cd3ffff,892a107252bffff,"[40.732108395687256, -74.00253545461781]","[40.752146715816195, -74.00614658139101]",2712.098902543157,48,2020-12-01,5.0,8.292627309259323,8,1.6815013195767572,7.0,7.0,8
34,O3503,Waiting,2530,86400,86400,40.77152675440677,-73.9551367356588,40.70751684213332,-74.01180016812567,892a1008923ffff,892a107288fffff,"[40.77152675440677, -73.9551367356588]","[40.70751684213332, -74.01180016812567]",11386.857710575294,204,2020-12-01,5.0,26.8047406159742,34,7.0598517805566825,20.0,16.1,34
35,O2908,Waiting,2530,86400,86400,40.76643736082848,-73.99964299074325,40.77615564042317,-73.95678653651235,892a107258bffff,892a1008907ffff,"[40.766437360828476, -73.99964299074325]","[40.77615564042317, -73.95678653651235]",5853.40974497046,105,2020-12-01,7.0,14.850949573292947,17,3.6291140418816856,11.5,9.3,17
36,O2225,Waiting,2530,86400,86400,40.764350000971326,-73.95425429655704,40.7616475232522,-73.97381653435959,892a100d443ffff,892a100d603ffff,"[40.764350000971326, -73.95425429655704]","[40.7616475232522, -73.97381653435959]",2630.437072538631,47,2020-12-01,5.0,7.854024223704414,7,1.630870984973951,6.5,7.0,7
37,O2572,Waiting,2530,86400,86400,40.77227030558516,-73.95081323777222,40.75490333074347,-73.98405013134608,892a1008937ffff,892a100d66bffff,"[40.77227030558516, -73.95081323777222]","[40.75490333074347, -73.98405013134608]",4995.093966551352,89,2020-12-01,5.0,12.869676953708217,14,3.0969582592618385,10.0,8.100000000000001,14
38,O1774,Waiting,2531,86400,86400,40.763620913517386,-73.9690445999886,40.75375240867504,-73.98528552056743,892a100d68fffff,892a100d66bffff,"[40.763620913517386, -73.9690445999886]","[40.753752408675034, -73.98528552056743]",2531.342868730797,45,2020-12-01,6.0,7.746507012572914,7,1.5694325786130945,6.5,7.0,7
39,O2936,Waiting,2531,86400,86400,40.82480647851543,-73.93985314860902,40.80508608664597,-73.95795807864658,892a100aa27ffff,892a1008d5bffff,"[40.82480647851543, -73.93985314860902]","[40.805086086645964, -73.95795807864658]",3565.887015442937,64,2020-12-01,6.0,9.918987411755586,10,2.2108499495746208,8.0,7.0,10
40,O3623,Waiting,2531,86400,86400,40.737512292549845,-73.99064425693881,40.754314034255096,-73.9813900327639,892a100d277ffff,892a100d663ffff,"[40.737512292549845, -73.99064425693881]","[40.754314034255096, -73.9813900327639]",2555.007906819105,45,2020-12-01,4.0,7.772183578898728,7,1.584104902227845,6.5,7.0,7
41,O3639,Waiting,2532,86400,86400,40.79802894671453,-73.96536883126858,40.83234556667119,-73.94086847895612,892a10088bbffff,892a100aaabffff,"[40.79802894671453, -73.96536883126858]","[40.83234556667119, -73.94086847895612]",5616.394495869528,101,2020-12-01,6.0,14.243788028018438,16,3.482164587439108,11.0,8.9,16
42,O2166,Waiting,2532,86400,86400,40.74064371440271,-73.99913042246904,40.73895970386812,-74.00347572651634,892a100d24fffff,892a10721b7ffff,"[40.74064371440271, -73.99913042246904]","[40.73895970386812, -74.00347572651634]",620.7399934373155,11,2020-12-01,6.0,7.0,1,0.3848587959311356,6.0,7.0,1
43,O1362859,Waiting,2532,86400,86400,40.77666575267434,-73.94374073916228,40.78061419837253,-73.95768456955585,892a10089b7ffff,892a1008903ffff,"[40.77666575267434, -73.94374073916228]","[40.78061419837253, -73.95768456955585]",1930.3461899667489,34,2020-12-01,4.0,7.0,5,1.1968146377793842,6.0,7.0,5
44,O2964,Waiting,2532,86400,86400,40.77476460271443,-73.95266445548737,40.75440356642773,-73.9742948859211,892a1008933ffff,892a100d63bffff,"[40.77476460271443, -73.95266445548737]","[40.75440356642773, -73.9742948859211]",3956.8411805940937,71,2020-12-01,6.0,10.693172680944592,11,2.453241531968338,8.5,7.0,11
45,O3180,Waiting,2533,86400,86400,40.78617570839103,-73.95598604234644,40.74847831319909,-73.98229647737836,892a100898bffff,892a100d28bffff,"[40.78617570839103, -73.95598604234644]","[40.74847831319909, -73.98229647737836]",6123.336844806884,110,2020-12-01,5.0,15.493820476615468,18,3.796468843780268,12.0,9.7,18
46,O2407,Waiting,2533,86400,86400,40.76280140533098,-73.99090827740275,40.7542615973036,-73.98944545071461,892a1072587ffff,892a10725a7ffff,"[40.76280140533098, -73.99090827740275]","[40.754261597303596, -73.98944545071461]",1154.070067321735,20,2020-12-01,6.0,7.0,3,0.7155234417394757,6.0,7.0,3
47,O2040,Waiting,2533,86400,86400,40.750865706142186,-73.98912836778176,40.74498316447097,-73.97297031095245,892a100d2c3ffff,892a100d04bffff,"[40.750865706142186, -73.98912836778176]","[40.74498316447097, -73.97297031095245]",2290.447868890441,41,2020-12-01,6.0,7.135135937746128,6,1.4200776787120732,6.0,7.0,6
48,O2528,Waiting,2533,86400,86400,40.79613123901067,-73.96937087328506,40.76144855313335,-73.9758090819153,892a10088abffff,892a100d60bffff,"[40.79613123901067, -73.96937087328506]","[40.76144855313335, -73.9758090819153]",4698.6556865377615,84,2020-12-01,6.0,12.548041419893469,14,2.913166525653412,10.0,8.100000000000001,14
49,O2164,Waiting,2533,86400,86400,40.75191544743159,-73.97147170643937,40.72263935116858,-73.98312662532841,892a100d623ffff,892a100d34fffff,"[40.751915447431585, -73.97147170643937]","[40.72263935116858, -73.98312662532841]",4197.231014729627,75,2020-12-01,3.0,11.303995650981644,12,2.6022832291323685,9.0,7.300000000000001,12
50,O2432,Waiting,2534,86400,86400,40.753344036338376,-73.98851030594903,40.75448826188045,-73.9928236463452,892a100d2d3ffff,892a10725afffff,"[40.753344036338376, -73.98851030594903]","[40.75448826188045, -73.9928236463452]",594.4087492036492,10,2020-12-01,5.0,7.0,1,0.3685334245062625,6.0,7.0,1
51,O2598,Waiting,2534,86400,86400,40.73375414584287,-73.98316955420206,40.74304134643137,-74.00454457859942,892a100d223ffff,892a10721b3ffff,"[40.733754145842866, -73.98316955420206]","[40.74304134643137, -74.00454457859942]",3104.285262885552,55,2020-12-01,3.0,9.068149510230825,9,1.924656862989042,7.5,7.0,9
52,O2231,Waiting,2534,86400,86400,40.77920240847568,-73.94978135136604,40.768579753048186,-73.95429400157175,892a10089bbffff,892a1008927ffff,"[40.779202408475676, -73.94978135136604]","[40.768579753048186, -73.95429400157175]",1537.319709535965,27,2020-12-01,7.0,7.0,4,0.9531382199122984,6.0,7.0,4
53,O2309,Waiting,2534,86400,86400,40.77874977798472,-73.98164028271951,40.75843721024191,-73.99361049558671,892a1008bbbffff,892a10725a3ffff,"[40.778749777984714, -73.98164028271951]","[40.75843721024191, -73.99361049558671]",3140.488815369653,56,2020-12-01,6.0,9.107430364676071,9,1.947103065529185,7.5,7.0,9
54,O3592,Waiting,2534,86400,86400,40.759109866068925,-73.98522455923502,40.75999096236414,-73.96008242996211,892a100d64fffff,892a100d6b3ffff,"[40.759109866068925, -73.98522455923502]","[40.75999096236414, -73.96008242996211]",3350.9874417880096,60,2020-12-01,4.0,9.68582137433999,10,2.0776122139085658,8.0,7.0,10
55,O3455,Waiting,2535,86400,86400,40.759555129250224,-73.99279793481459,40.74355909235167,-73.99584667726847,892a10725bbffff,892a100d257ffff,"[40.759555129250224, -73.99279793481459]","[40.74355909235167, -73.99584667726847]",2169.0262274900483,39,2020-12-01,5.0,7.003393456826702,6,1.34479626104383,6.0,7.0,6
56,O3328,Waiting,2535,86400,86400,40.76478334479948,-73.9829447900875,40.76841110895502,-73.95674385673111,892a100d653ffff,892a100892fffff,"[40.76478334479948, -73.9829447900875]","[40.76841110895502, -73.95674385673111]",3523.2585473006025,63,2020-12-01,4.0,9.872735523821152,10,2.1844202993263733,8.0,7.0,10
57,O2307,Waiting,2535,86400,86400,40.76003856610477,-73.95982143697418,40.75661141163587,-73.96892785615769,892a100d6b3ffff,892a100d633ffff,"[40.76003856610477, -73.95982143697418]","[40.75661141163587, -73.96892785615769]",1296.0316063054593,23,2020-12-01,4.0,7.0,3,0.8035395959093847,6.0,7.0,3
58,O3003,Waiting,2536,86400,86400,40.782821759356935,-73.96446132979204,40.76902873504563,-73.94910374232592,892a1008957ffff,892a100d4cbffff,"[40.782821759356935, -73.96446132979204]","[40.76902873504563, -73.94910374232592]",2749.5494015004188,49,2020-12-01,7.0,8.333261100627954,8,1.7047206289302597,7.0,7.0,8
59,O2161,Waiting,2536,86400,86400,40.78762978298705,-73.96858477479776,40.76273754496224,-73.98164991812969,892a1008827ffff,892a100d657ffff,"[40.78762978298705, -73.96858477479776]","[40.76273754496224, -73.98164991812969]",3744.605913744957,67,2020-12-01,3.0,10.462897416413275,11,2.321655666521873,8.5,7.0,11
60,O2042,Waiting,2537,86400,86400,40.775004579985705,-73.95643784703772,40.77493419780352,-73.95195298527126,892a1008933ffff,892a10089afffff,"[40.775004579985705, -73.95643784703772]","[40.77493419780352, -73.95195298527126]",597.4571442714271,10,2020-12-01,7.0,7.0,1,0.3704234294482847,6.0,7.0,1
61,O1362729,Waiting,2537,86400,86400,40.82027288968172,-73.94516022334182,40.77878974144417,-73.95929386315197,892a100ab4bffff,892a1008903ffff,"[40.82027288968172, -73.94516022334182]","[40.77878974144417, -73.95929386315197]",5837.46072629196,105,2020-12-01,7.0,14.833644888026775,17,3.619225650301016,11.5,9.3,17
62,O3501,Waiting,2537,86400,86400,40.80044166223304,-73.95973282660151,40.763362281454256,-73.98438289331389,892a1008d4bffff,892a100d643ffff,"[40.800441662233034, -73.95973282660151]","[40.763362281454256, -73.98438289331389]",5930.775835075944,106,2020-12-01,4.0,14.9348917810574,17,3.677081017747085,11.5,9.3,17
63,O3323,Waiting,2538,86400,86400,40.752895799194775,-73.98571872455706,40.743955899759385,-73.9771649327177,892a100d66fffff,892a100d287ffff,"[40.752895799194775, -73.98571872455706]","[40.743955899759385, -73.9771649327177]",1648.072983937697,29,2020-12-01,3.0,7.0,4,1.021805250041372,6.0,7.0,4
64,O2885,Waiting,2538,86400,86400,40.77890453043459,-73.96392828387113,40.78803671682749,-73.96851743463789,892a100890bffff,892a1008827ffff,"[40.77890453043459, -73.96392828387113]","[40.788036716827484, -73.96851743463789]",1361.3609090623,24,2020-12-01,5.0,7.0,4,0.844043763618626,6.0,7.0,4
65,O2884,Waiting,2538,86400,86400,40.790717184923615,-73.95488196757856,40.795146955887205,-73.97418023601224,892a1008d6fffff,892a1008807ffff,"[40.790717184923615, -73.95488196757856]","[40.795146955887205, -73.97418023601224]",2637.380300572276,47,2020-12-01,5.0,7.86155762612092,7,1.635175786354811,6.5,7.0,7
66,O2191,Waiting,2538,86400,86400,40.77587764370475,-73.94252798197677,40.73780342226578,-73.97266375758443,892a100f26bffff,892a100d2a7ffff,"[40.77587764370475, -73.94252798197677]","[40.73780342226578, -73.97266375758443]",6467.832259010151,116,2020-12-01,4.0,16.217598001026012,19,4.010056000586293,12.5,10.100000000000001,19
67,O1362826,Waiting,2538,86400,86400,40.81137886000253,-73.96555400561184,40.78167691114995,-73.9832412464427,892a1008c77ffff,892a1008b8fffff,"[40.81137886000253, -73.96555400561184]","[40.78167691114995, -73.9832412464427]",4604.645693474155,82,2020-12-01,7.0,12.096040577419458,13,2.854880329953976,9.5,7.7,13
68,O3413,Waiting,2538,86400,86400,40.78281170637344,-73.95215098452903,40.78423664232075,-73.9453920853119,892a100898fffff,892a1008997ffff,"[40.78281170637344, -73.95215098452903]","[40.78423664232075, -73.9453920853119]",920.0751898964642,16,2020-12-01,5.0,7.0,2,0.5704466177358078,6.0,7.0,2
69,O3602,Waiting,2539,86400,86400,40.74887058367635,-73.9893897989631,40.75445870542794,-73.9759971905825,892a100d2c3ffff,892a100d677ffff,"[40.74887058367635, -73.9893897989631]","[40.75445870542794, -73.9759971905825]",1932.9567284132293,34,2020-12-01,4.0,7.0,5,1.198433171616202,6.0,7.0,5
70,O1911,Waiting,2539,86400,86400,40.79561871927709,-73.9651474126441,40.74348872319491,-74.00754486704308,892a10088a3ffff,892a1072187ffff,"[40.79561871927709, -73.9651474126441]","[40.74348872319491, -74.00754486704308]",8950.287379480716,161,2020-12-01,5.0,21.36106180673658,26,5.549178175278044,16.0,12.9,26
71,O3013,Waiting,2539,86400,86400,40.73469745598026,-73.97822100555318,40.70479644408878,-74.0059154360906,892a100d3dbffff,892a10728bbffff,"[40.73469745598026, -73.97822100555318]","[40.70479644408878, -74.0059154360906]",5428.69994993906,97,2020-12-01,4.0,14.04013944568388,16,3.3657939689622176,11.0,8.9,16
72,O2500,Waiting,2539,86400,86400,40.77001826294568,-73.99695101179854,40.76600313606372,-73.99310942352223,892a1008b67ffff,892a1072583ffff,"[40.77001826294568, -73.99695101179854]","[40.766003136063716, -73.99310942352223]",740.1779624248554,13,2020-12-01,5.0,7.0,2,0.4589103367034103,6.0,7.0,2
73,O2058,Waiting,2540,86400,86400,40.74405556619972,-73.97990184934169,40.754059919894935,-73.97449623397382,892a100d28fffff,892a100d62bffff,"[40.74405556619972, -73.97990184934169]","[40.754059919894935, -73.97449623397382]",1514.664812975944,27,2020-12-01,6.0,7.0,4,0.9390921840450852,6.0,7.0,4
74,O3187,Waiting,2540,86400,86400,40.769829731303176,-73.98128347424449,40.7675658771317,-73.95016029576055,892a1008b37ffff,892a100d453ffff,"[40.769829731303176, -73.98128347424449]","[40.7675658771317, -73.95016029576055]",4156.559889311721,74,2020-12-01,4.0,11.259867479903216,12,2.577067131373267,9.0,7.300000000000001,12
75,O3179,Waiting,2540,86400,86400,40.74849803658466,-73.9981065272209,40.75915809420531,-73.99744283628307,892a1072527ffff,892a1072517ffff,"[40.74849803658466, -73.9981065272209]","[40.75915809420531, -73.99744283628307]",1422.6690008457624,25,2020-12-01,4.0,7.0,4,0.8820547805243726,6.0,7.0,4
76,O2491,Waiting,2540,86400,86400,40.74070167077374,-73.98658106497957,40.7055690091883,-74.01649995715991,892a100d203ffff,892a1072803ffff,"[40.74070167077374, -73.98658106497957]","[40.7055690091883, -74.01649995715991]",6146.6337826748295,110,2020-12-01,3.0,15.519097654202191,18,3.8109129452583934,12.0,9.7,18
77,O3153,Waiting,2540,86400,86400,40.76347459423342,-73.99251424782926,40.70545165683103,-74.01714636681187,892a1072587ffff,892a107281bffff,"[40.76347459423342, -73.99251424782926]","[40.70545165683103, -74.01714636681187]",8396.2528347692,151,2020-12-01,5.0,20.40993432572458,25,5.205676757556904,15.5,12.5,25
78,O2552,Waiting,2540,86400,86400,40.75746188787007,-73.96840423912369,40.74876674611286,-73.98964720063634,892a100d6abffff,892a100d2c3ffff,"[40.757461887870065, -73.96840423912369]","[40.74876674611286, -73.98964720063634]",3057.422859764923,55,2020-12-01,3.0,9.01730380284494,9,1.8956021730542525,7.5,7.0,9
79,O2894,Waiting,2540,86400,86400,40.74579135544271,-73.9788149891702,40.75617673906466,-73.97054593193621,892a100d287ffff,892a100d633ffff,"[40.74579135544271, -73.9788149891702]","[40.756176739064664, -73.97054593193621]",1768.2695106122342,31,2020-12-01,7.0,7.0,5,1.0963270965795853,6.0,7.0,5
80,O1932,Waiting,2540,86400,86400,40.72835126012475,-73.9877999701784,40.79522267847128,-73.94842402092614,892a1072c97ffff,892a1008d0fffff,"[40.72835126012475, -73.9877999701784]","[40.795222678471276, -73.94842402092614]",10336.74222438495,186,2020-12-01,4.0,24.61536531345768,31,6.408780179118669,18.5,14.9,31
81,O2027,Waiting,2540,86400,86400,40.74717113659199,-73.99388538478469,40.75060822929211,-73.96858980118333,892a100d2cfffff,892a100d627ffff,"[40.74717113659199, -73.99388538478469]","[40.75060822929211, -73.96858980118333]",3400.3331793118496,61,2020-12-01,6.0,9.739361499553358,10,2.108206571173347,8.0,7.0,10
82,O3392,Waiting,2540,86400,86400,40.72676382641879,-74.01116010305,40.751433837247575,-73.97563235169692,892a1072c53ffff,892a100d62bffff,"[40.72676382641879, -74.01116010305]","[40.751433837247575, -73.97563235169692]",5761.312751993911,103,2020-12-01,5.0,14.751024335913392,17,3.572013906236225,11.5,9.3,17
83,O2781,Waiting,2541,86400,86400,40.707845372840026,-74.00632938413143,40.75620531020662,-73.9708793587822,892a1072887ffff,892a100d633ffff,"[40.707845372840026, -74.00632938413143]","[40.75620531020662, -73.9708793587822]",7986.878860921951,143,2020-12-01,7.0,19.26576356410032,23,4.951864893771609,14.5,11.700000000000001,23
